TRACT	polaris_id	POLARIS_SEG	fuel_polaris	powertrain_type	vintage_class	prob
17113001404	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001404	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001404	1024	CAR_COMPACT	Gas	HEV	0	0
17113001404	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001404	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001404	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001404	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001404	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001404	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001404	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001404	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001404	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001404	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001404	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001404	4024	SUV_COMPACT	Gas	HEV	0	0
17113001404	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001404	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001404	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001404	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001404	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001500	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001500	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001500	1024	CAR_COMPACT	Gas	HEV	0	0
17113001500	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001500	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001500	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001500	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001500	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001500	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001500	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001500	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001500	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001500	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001500	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001500	4024	SUV_COMPACT	Gas	HEV	0	0
17113001500	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001500	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001500	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001500	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001500	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001600	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001600	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001600	1024	CAR_COMPACT	Gas	HEV	0	0
17113001600	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001600	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001600	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001600	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001600	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001600	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001600	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001600	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001600	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001600	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001600	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001600	4024	SUV_COMPACT	Gas	HEV	0	0
17113001600	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001600	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001600	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001600	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001600	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001700	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001700	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001700	1024	CAR_COMPACT	Gas	HEV	0	0
17113001700	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001700	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001700	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001700	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001700	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001700	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001700	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001700	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001700	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001700	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001700	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001700	4024	SUV_COMPACT	Gas	HEV	0	0
17113001700	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001700	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001700	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001700	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001700	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001800	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001800	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001800	1024	CAR_COMPACT	Gas	HEV	0	0
17113001800	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001800	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001800	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001800	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001800	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001800	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001800	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001800	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001800	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001800	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001800	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001800	4024	SUV_COMPACT	Gas	HEV	0	0
17113001800	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001800	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001800	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001800	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001800	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113002101	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113002101	1012	CAR_COMPACT	Gas	Conventional	0	0
17113002101	1024	CAR_COMPACT	Gas	HEV	0	0
17113002101	1042	CAR_COMPACT	Gas	PHEV	0	0
17113002101	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113002101	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113002101	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113002101	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113002101	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113002101	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113002101	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113002101	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113002101	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113002101	4012	SUV_COMPACT	Gas	Conventional	0	0
17113002101	4024	SUV_COMPACT	Gas	HEV	0	0
17113002101	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113002101	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113002101	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113002101	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113002101	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113002102	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113002102	1012	CAR_COMPACT	Gas	Conventional	0	0
17113002102	1024	CAR_COMPACT	Gas	HEV	0	0
17113002102	1042	CAR_COMPACT	Gas	PHEV	0	0
17113002102	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113002102	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113002102	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113002102	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113002102	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113002102	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113002102	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113002102	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113002102	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113002102	4012	SUV_COMPACT	Gas	Conventional	0	0
17113002102	4024	SUV_COMPACT	Gas	HEV	0	0
17113002102	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113002102	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113002102	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113002102	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113002102	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005101	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005101	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005101	1024	CAR_COMPACT	Gas	HEV	0	0
17113005101	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005101	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005101	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005101	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005101	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005101	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005101	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005101	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005101	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005101	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005101	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005101	4024	SUV_COMPACT	Gas	HEV	0	0
17113005101	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005101	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005101	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005101	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005101	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005102	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005102	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005102	1024	CAR_COMPACT	Gas	HEV	0	0
17113005102	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005102	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005102	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005102	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005102	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005102	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005102	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005102	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005102	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005102	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005102	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005102	4024	SUV_COMPACT	Gas	HEV	0	0
17113005102	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005102	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005102	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005102	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005102	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005201	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005201	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005201	1024	CAR_COMPACT	Gas	HEV	0	0
17113005201	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005201	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005201	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005201	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005201	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005201	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005201	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005201	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005201	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005201	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005201	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005201	4024	SUV_COMPACT	Gas	HEV	0	0
17113005201	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005201	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005201	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005201	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005201	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005202	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005202	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005202	1024	CAR_COMPACT	Gas	HEV	0	0
17113005202	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005202	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005202	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005202	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005202	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005202	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005202	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005202	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005202	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005202	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005202	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005202	4024	SUV_COMPACT	Gas	HEV	0	0
17113005202	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005202	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005202	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005202	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005202	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005400	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005400	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005400	1024	CAR_COMPACT	Gas	HEV	0	0
17113005400	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005400	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005400	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005400	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005400	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005400	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005400	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005400	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005400	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005400	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005400	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005400	4024	SUV_COMPACT	Gas	HEV	0	0
17113005400	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005400	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005400	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005400	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005400	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005501	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005501	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005501	1024	CAR_COMPACT	Gas	HEV	0	0
17113005501	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005501	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005501	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005501	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005501	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005501	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005501	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005501	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005501	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005501	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005501	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005501	4024	SUV_COMPACT	Gas	HEV	0	0
17113005501	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005501	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005501	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005501	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005501	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005502	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005502	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005502	1024	CAR_COMPACT	Gas	HEV	0	0
17113005502	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005502	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005502	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005502	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005502	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005502	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005502	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005502	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005502	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005502	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005502	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005502	4024	SUV_COMPACT	Gas	HEV	0	0
17113005502	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005502	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005502	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005502	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005502	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005601	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005601	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005601	1024	CAR_COMPACT	Gas	HEV	0	0
17113005601	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005601	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005601	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005601	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005601	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005601	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005601	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005601	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005601	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005601	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005601	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005601	4024	SUV_COMPACT	Gas	HEV	0	0
17113005601	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005601	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005601	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005601	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005601	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005602	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005602	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005602	1024	CAR_COMPACT	Gas	HEV	0	0
17113005602	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005602	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005602	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005602	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005602	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005602	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005602	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005602	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005602	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005602	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005602	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005602	4024	SUV_COMPACT	Gas	HEV	0	0
17113005602	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005602	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005602	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005602	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005602	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005700	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005700	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005700	1024	CAR_COMPACT	Gas	HEV	0	0
17113005700	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005700	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005700	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005700	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005700	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005700	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005700	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005700	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005700	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005700	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005700	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005700	4024	SUV_COMPACT	Gas	HEV	0	0
17113005700	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005700	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005700	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005700	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005700	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005800	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005800	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005800	1024	CAR_COMPACT	Gas	HEV	0	0
17113005800	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005800	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005800	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005800	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005800	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005800	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005800	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005800	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005800	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005800	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005800	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005800	4024	SUV_COMPACT	Gas	HEV	0	0
17113005800	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005800	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005800	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005800	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005800	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113005900	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113005900	1012	CAR_COMPACT	Gas	Conventional	0	0
17113005900	1024	CAR_COMPACT	Gas	HEV	0	0
17113005900	1042	CAR_COMPACT	Gas	PHEV	0	0
17113005900	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113005900	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113005900	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113005900	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113005900	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113005900	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113005900	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113005900	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113005900	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113005900	4012	SUV_COMPACT	Gas	Conventional	0	0
17113005900	4024	SUV_COMPACT	Gas	HEV	0	0
17113005900	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113005900	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113005900	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113005900	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113005900	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113006000	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113006000	1012	CAR_COMPACT	Gas	Conventional	0	0
17113006000	1024	CAR_COMPACT	Gas	HEV	0	0
17113006000	1042	CAR_COMPACT	Gas	PHEV	0	0
17113006000	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113006000	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113006000	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113006000	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113006000	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113006000	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113006000	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113006000	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113006000	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113006000	4012	SUV_COMPACT	Gas	Conventional	0	0
17113006000	4024	SUV_COMPACT	Gas	HEV	0	0
17113006000	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113006000	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113006000	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113006000	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113006000	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
